Dimension 1,Dimension 2,Dimension 3,Dimension 4,Dimension 5,Dimension 6,Dimension 7,Dimension 8,Dimension 9,Dimension 10,Dimension 11,Dimension 12
0.952010576,?,0.897447735,0.076901524,0.61796507,0.780766664,0.073384998,0.214285619,0.256137791,?,0.185045779,0.551810711
0.725981209,?,0.960623026,0.966729658,0.301927273,0.709943353,?,0.711341126,0.065182317,?,0.947170044,0.553050713
0.984360354,0.688129077,0.730385294,0.401704629,0.116467938,0.135277597,?,?,0.7241515,0.101150999,0.751843068,0.554557289
0.490235774,0.597118693,0.081937816,?,0.568022697,0.717027609,0.96310849,0.29642721,0.115244592,0.275432538,?,0.554988427
0.581406264,0.28731617,?,?,?,0.997583797,0.697180483,0.087578475,0.362283296,0.241549375,?,0.555127782
0.494971004,0.079828887,?,0.346118994,0.914230658,0.415992918,0.477423626,0.311078807,0.681307028,0.322459039,0.0499704,0.555782206
0.847689763,?,?,0.33008623,0.592718584,0.554615424,0.861694996,0.527897341,0.893372338,0.319294662,0.737766797,0.55666788
0.494326636,0.241419048,?,?,?,0.239757429,0.296344014,0.453585191,0.626504812,0.229937666,0.764488106,0.556897705
0.251831275,0.099932177,0.312139298,0.92233105,?,0.047409995,0.673961747,0.336889478,?,0.142330044,0.478817943,0.560314757
0.862581741,0.664131065,0.641306529,0.838759984,0.447274386,0.817181391,0.456099451,?,0.569725867,0.403364305,0.039826398,0.560796573
?,0.251237019,0.381080858,0.561179265,0.271550412,0.137602108,0.527467081,?,0.473182903,0.035331467,0.218600244,0.560896792
?,0.080582456,0.064466085,0.44961926,0.210192438,0.096758299,0.779304945,0.224953857,0.071565313,0.343116607,0.278415552,0.561176113
0.598223449,0.796756971,0.372402346,0.778302837,0.627914965,?,0.210864672,0.444924499,?,0.552091791,0.646292755,0.563839883
0.415956286,?,0.727051545,0.978212926,0.643454197,0.402086934,?,0.917535578,0.631959541,?,0.922018329,0.565403885
0.688372601,0.186519772,?,0.696798093,?,0.315699265,0.491205505,0.530226878,0.215596698,?,?,0.565715129
0.320898121,0.625911539,0.821388382,0.567475904,0.538618063,0.815942896,0.806718265,0.528280621,0.08095859,0.582653625,0.675065226,0.566371293
0.933828343,0.507057378,0.099133734,0.341148589,0.555242706,0.843392608,0.467935173,0.320247821,0.483239023,0.457606795,0.78827328,0.567458871
0.980438968,0.726116284,0.136374387,0.633902052,0.261509669,0.508594069,0.653265188,0.464854079,0.935492493,0.417740508,0.698912405,0.567460659
0.850538949,0.528381324,?,0.046982765,0.136074321,0.075434309,0.241441662,0.58476874,0.209253788,0.37829539,0.460359392,0.568078947
0.946485758,0.77060196,0.692366143,0.501742574,0.813061012,0.876672223,0.516746937,0.880912864,0.204629199,0.67471697,?,0.56860075
0.651225888,?,0.070426272,0.300334944,0.697245167,?,0.170807455,0.154183182,0.204645745,?,0.438836765,0.569206852
?,?,0.17259346,0.500760807,0.759953235,0.92443605,0.789915682,?,?,0.493131379,0.001106703,0.569461585
?,?,0.67778546,0.088837488,0.252151326,0.524510962,0.715065554,0.892037259,0.944893629,0.495942491,?,0.570187242
0.956612133,0.179396655,0.656121886,0.968149805,0.658327307,0.810644069,0.562114414,0.061155118,?,0.445740875,0.505263239,0.570229841
0.61308255,0.513044568,0.167558439,0.38569041,0.207261643,0.66265421,0.795305851,0.378937513,0.668035197,0.050215036,0.242728367,0.572770224
0.516649282,0.916113839,?,0.37196958,0.755279793,0.093738981,0.360724593,0.629951801,0.366069946,0.886205153,0.670756352,0.575852757
0.452570851,0.242988504,?,0.277917318,0.359257341,0.091297359,0.711853045,0.955314765,0.284307386,0.051428545,0.603952298,0.575929896
?,0.534713114,0.067875621,0.319692127,0.404679782,0.7068096,?,0.653124991,?,0.177087631,0.256744893,0.576074438
0.531641456,?,?,0.03278554,0.327763903,0.947278663,0.296953103,0.553491209,?,?,0.54803463,0.576275407
0.1061827,0.47962062,0.31609809,0.457628607,?,0.244923233,0.349736298,0.42682982,0.370895434,0.94353168,0.054652523,0.577492199
0.053246871,0.177270231,0.835777214,0.810322518,0.092756768,0.757581487,0.673185807,?,0.479713819,0.158769215,0.73250742,0.578735732
0.646717017,?,?,0.485870782,0.397839002,0.596619168,0.159044787,0.574866459,0.986515072,0.385003445,0.522611076,0.578743844
0.241071689,0.425330631,0.49225852,0.46100787,0.283126205,0.809836111,0.714757912,0.088388433,0.809152603,0.952492298,0.534735468,0.579701871
0.774156047,0.095359846,0.551333297,0.985044594,?,0.206969675,0.260837391,0.335884377,0.942776643,0.755770606,0.583109413,0.58056929
0.53780504,0.118543521,0.497200857,?,0.042430624,0.852258708,0.756463221,0.934089669,?,0.898834586,0.602623695,0.581506583
?,0.746356497,0.246491918,0.338995322,?,0.595198612,0.484710507,0.445894608,0.950701233,0.501902821,0.247855844,0.583347258
0.12255371,0.929488707,0.048267805,0.352287641,0.408828234,0.886838228,0.630565481,?,0.70962956,0.402778676,0.328890787,0.584118277
0.969035282,0.683773831,0.436334318,0.969064452,?,0.034666544,0.100803776,0.311305791,0.067202377,0.4745951,0.906957692,0.586042242
0.871562664,0.905158169,0.583233188,0.308062621,0.114953626,0.586681723,0.640381737,?,0.16559023,0.506887566,0.44110883,0.588115889
0.991192731,0.488511307,0.791543061,0.068698103,0.522477358,0.62301484,0.834425381,0.861057882,0.653508664,0.388005647,0.538970779,0.588321219
0.989158643,?,0.267230347,0.31784225,0.833684484,0.950761146,0.932533028,?,0.414288274,0.420523185,?,0.589170042
0.35413707,?,0.257204591,0.833982935,?,0.251014428,0.000966136,0.021113012,0.340509397,0.127166236,0.576840978,0.589753235
0.199167747,0.782622054,0.34718651,0.621856803,0.281554134,?,0.305943937,0.677433955,0.355620379,0.898405041,0.697389023,0.591816192
0.94782985,0.711461473,0.952602742,0.011022078,0.668529391,0.158311294,0.869529831,0.119765853,0.552204725,0.787410039,0.26904411,0.592014844
0.581864016,?,0.463798291,0.828367582,0.666308303,0.683584942,0.861122497,0.059088107,0.031158962,0.155862219,0.915361984,0.592108051
0.924085916,0.378886822,?,?,0.06823461,0.724562711,0.588063735,0.436227285,0.452348379,0.392092672,0.281379201,0.593647742
?,0.473078516,?,?,0.738474644,0.538028691,0.879174394,0.160322243,0.541368482,0.443410243,0.378777512,0.594410542
?,0.545212483,0.240393834,0.913009102,?,0.9803285,0.238292389,?,0.469460973,?,0.384919365,0.594787679
0.699590946,0.065402772,0.97988433,0.942740867,0.877116568,0.547689118,0.421315182,0.457443656,0.414007303,0.261056288,0.544321601,0.59749786
0.652056656,0.388598146,0.200022557,?,0.847983018,0.2231049,0.811218986,0.445310024,?,0.84107541,0.652136099,0.599259449
0.553404444,0.267617636,?,0.313500799,?,0.923713345,0.746648193,0.13243011,0.248834593,0.946316587,?,0.599501581
0.304292521,0.274382699,?,?,0.403791775,0.698470495,0.752280857,0.609433898,0.547258459,0.318376415,0.457938135,0.60171873
0.238810058,?,0.936925932,0.583670852,0.060638422,0.454771825,0.236957404,0.660887912,0.510145555,0.726065439,0.559802179,0.601996814
0.999596989,0.59181859,?,0.997431302,?,0.721924706,0.06840822,0.623849394,0.825591204,0.540134063,?,0.602111947
0.274782199,0.472999236,0.464015707,?,?,0.394846486,0.771684226,0.099430859,0.587154337,0.805780698,?,0.603214102
0.855434151,0.083208216,0.216696449,0.794781871,0.958167872,0.205070547,0.400829122,0.300725731,?,0.233053491,0.511550927,0.605493277
0.791508974,0.573445255,?,?,0.767136025,?,0.687135852,0.783666421,0.219872271,?,0.595034689,0.605694375
0.081898182,0.883718234,0.263834244,0.306095643,0.302545741,0.33957866,?,0.239563346,0.398520362,0.987477051,0.337408024,0.607310827
0.321958678,0.700926639,0.389146521,0.33689238,0.624382582,?,0.871560897,0.822182519,?,?,0.311041815,0.607566051
0.564937402,0.363361307,0.007558821,0.912335855,0.274579266,0.516457728,0.671871839,0.529669604,0.311931434,?,0.136175997,0.608959609
0.026177219,0.983250862,0.712113228,?,0.085633451,0.875192402,0.844732966,0.857688154,0.401734117,0.845454346,0.659415317,0.609243184
0.55551724,0.59904207,0.736379191,?,0.86184876,0.023686538,0.829419844,0.536275834,0.280316117,?,?,0.611056189
0.476590204,0.255569341,0.76014015,?,0.119672272,0.737753927,0.498297924,0.970627078,0.774568315,?,0.30183853,0.613347211
0.427374693,0.148433925,?,0.669348452,0.724346824,?,0.72242637,0.47638923,0.355557089,?,0.549333786,0.614878707
0.02500802,0.698199127,0.611984868,?,0.406208798,0.98309254,0.480428719,0.282573499,0.381703511,?,?,0.61568836
0.589791244,0.754972084,?,0.755767996,0.286297621,0.887078895,?,0.031420372,0.917090568,0.587460085,0.624222127,0.617442061
0.884098567,0.377591046,0.709281872,0.833742238,?,0.84433917,0.783824812,0.306062609,0.693333303,?,0.297836187,0.619658566
0.130993202,0.803908999,0.156804895,0.811483367,0.961210372,?,0.224874181,0.764671557,0.4810581,0.644892224,?,0.621146941
0.543609055,?,?,0.821233748,?,0.336639903,0.642125153,0.592375516,0.886361726,0.139712247,0.2178069,0.62424802
0.523952581,0.476972719,?,0.494357786,0.098802547,0.908672688,0.014163074,0.671494752,?,0.498540197,0.618243239,0.625716157
0.307603629,?,?,0.662287979,0.669055183,0.322659755,0.424311991,0.124477588,0.260081713,0.833833857,0.11711165,0.626710745
0.219092271,0.499636474,0.438649939,?,?,0.776804395,0.230780061,0.163729239,0.954975582,0.659159596,0.794713779,0.628286495
0.068551868,?,0.757597436,0.797588104,?,0.271820626,0.560871057,?,0.01187958,0.534021239,0.889795757,0.628721143
0.533599906,?,0.351666743,0.455055699,0.650532327,0.317983526,0.882612854,0.211469259,?,0.106031177,?,0.628910325
0.565153102,0.823362634,0.106481146,0.88746381,0.279965902,0.381409821,?,0.77177313,?,0.864755503,?,0.629237884
?,0.072986627,0.118842878,0.386398796,0.040707572,?,0.565897953,?,?,?,0.346391103,0.630271762
0.532591198,0.438744391,0.757861945,0.631860014,?,0.033976448,0.989684571,0.014382274,?,?,0.397403979,0.630347739
?,0.449312683,?,0.705792554,0.264898603,0.031406175,0.8061667,0.56744851,0.226330024,0.151944343,0.72157942,0.633274872
0.26260056,0.697457873,0.095981762,0.817907222,0.48672187,0.747406832,0.234270157,0.823009062,0.50153898,0.659352734,0.894207957,0.635422594
0.814848925,0.476181776,?,0.546779253,0.506847727,0.312314219,0.53268064,0.78864093,?,0.160802579,0.587803189,0.636541753
0.029963443,0.659745182,0.355285382,0.839853403,0.020226064,0.210760526,?,0.1878851,0.398495555,0.903167491,0.921829489,0.637358389
0.748473274,0.787216305,?,0.213186263,?,0.252165664,0.670229277,0.784804854,?,0.328430862,0.108193147,0.638614372
0.436110062,0.612603275,0.97658193,0.411826807,?,0.576295137,0.46157949,?,0.145432139,0.79459008,?,0.639227642
0.002267413,0.122637645,0.325247164,0.65019925,?,0.267281315,0.038411416,0.138366192,?,0.346676801,0.095716461,0.639685299
0.213002252,?,?,?,?,0.912223385,0.002080468,0.085937058,?,0.446617089,0.946134967,0.64209965
0.529574144,0.734237262,0.252641933,0.266679488,?,0.639451003,0.512111277,0.536120008,0.66599437,0.06007152,0.239273792,0.643634552
0.635296719,0.303972125,0.719607281,?,0.589235524,0.043733965,0.499072578,?,?,0.759404193,0.36619655,0.643877718
0.89967145,?,0.366555027,0.569629932,0.1044848,0.035096031,0.026556519,0.138235511,0.318767799,0.318921009,0.070811285,0.645107075
0.387287149,?,0.606683635,0.536424539,0.829112051,0.290664176,0.466829675,0.084017976,0.058391384,0.090374554,0.324784568,0.645839985
0.708640403,0.60783917,0.624604399,0.926874655,0.672986122,0.066421433,?,0.399716103,?,0.65561473,0.349459597,0.646917424
0.865641037,0.232419537,0.643061195,?,0.455608349,0.227918752,0.605410791,0.163375388,0.941141284,0.814999671,0.936688121,0.64750138
0.064907399,0.455358811,0.961830982,0.535249701,0.722310561,0.21406255,0.471880186,?,0.844040388,0.942856008,?,0.647569008
0.966131718,0.132788001,?,?,0.221433675,0.653575567,0.840406562,0.24371057,0.218813311,0.436384196,?,0.652267125
?,0.131150605,0.023798414,0.357373426,0.219411446,0.415822379,?,0.267885814,0.319662458,0.182875192,?,0.65259653
0.017952724,0.479033559,?,?,0.424674684,0.211472164,?,0.904864262,?,0.919530116,0.325661238,0.654323544
0.617218045,0.735788907,0.628312092,0.073100357,0.096178806,0.935533278,0.733945105,0.950648906,0.693589477,?,0.680374678,0.654676092
0.321602846,0.552504288,?,?,0.813333101,0.007434898,?,?,0.707944649,0.533103979,?,0.655003285
0.846525833,?,0.50250732,0.391084979,0.039074076,0.42771698,0.18257238,0.908394409,0.940411938,0.145939256,0.996416467,0.655928967
?,?,0.396836269,?,0.143144816,0.378324625,0.229347972,0.869525549,0.4805895,0.917530479,?,0.656894159
0.2003062,0.791868591,0.213987499,0.040373742,0.051903546,0.284821367,0.385588632,0.338202535,0.096796881,0.580660938,0.067204101,0.657463771
0.052308552,?,?,0.194220563,?,0.404967184,0.648143501,0.537677234,0.485644957,?,0.08979558,0.658103458
0.303596641,0.672597731,0.755477191,?,?,0.527425487,?,?,0.472575178,0.58281704,?,0.66080074
?,0.811353761,0.007728808,0.210228356,0.0399251,?,0.947821694,0.64420655,0.812981423,0.33648783,0.213944464,0.66169744
0.153534832,0.744690343,0.765762773,0.624511881,?,0.85543021,0.63327209,0.603151204,?,?,0.799197896,0.668169161
0.530648038,0.990353165,0.238460242,0.050501785,0.324500766,0.567483285,0.838151981,0.776360494,0.390678897,?,0.213331252,0.668808265
0.770591797,0.792112983,0.715070981,0.388279151,?,0.772059289,0.022857022,0.505445377,0.917631748,0.73875945,0.880543678,0.671671601
0.860076821,0.798187059,0.127837342,0.53092308,0.776600772,0.715604943,0.581442915,0.725838279,0.963979318,0.3392445,0.005912095,0.671685128
0.738322432,?,0.087038054,0.21795573,?,0.673638377,0.775906413,0.868652117,0.138847658,0.292540417,0.168921867,0.672821112
?,0.435409303,0.590690368,?,0.668029755,?,0.475021258,0.286028043,0.902524881,0.372027156,0.011422963,0.675648338
0.341350892,0.724432681,0.091541757,?,0.865705668,?,0.942723112,?,0.971964571,0.201537935,0.541037848,0.676322823
0.674409047,0.766252303,0.710633665,0.694794459,?,?,0.075576983,0.698196931,0.912911969,0.016237355,?,0.676458641
?,0.734951662,0.90805927,0.147406134,?,0.389426251,?,?,0.934752949,0.505027948,0.809541121,0.676555567
0.834508074,0.352716945,0.670423213,0.123439938,?,?,?,?,0.985364156,0.18684754,0.798666047,0.678720239
?,?,0.048665089,0.510702337,0.714222048,0.021658847,0.558697822,0.779126303,0.084028589,0.735219705,?,0.679079389
0.180062932,0.557831409,0.872431286,0.043651174,0.687267372,0.413361357,0.980237756,0.659189492,?,0.413532436,0.807695336,0.679382525
0.820717108,0.978089374,0.523894998,?,0.025732116,0.002177583,0.251042344,0.148451188,0.756516973,0.848657113,0.156581101,0.679796579
0.261520911,0.053783871,?,0.868308005,?,0.464397134,0.471501543,0.782530068,0.926438796,0.416278648,0.449308071,0.680945538
0.268102586,0.02167745,0.04075137,0.250720308,0.961534423,0.949878047,0.78738356,0.538683112,?,?,0.954109882,0.682316341
?,?,0.421423642,?,0.007807919,0.679748442,0.539809926,?,0.818422942,?,0.727894989,0.684195019
0.022726985,0.165863754,0.818622444,0.034262858,0.445103508,0.562023375,0.594436469,0.938474692,0.759883308,0.457068185,0.645792782,0.685662798
0.342794731,0.643731419,0.133283804,0.482536664,0.149465865,0.459374021,?,0.128458683,0.341224582,0.096116038,0.735653359,0.685749284
0.855808876,0.636943723,0.306590966,?,0.207253511,0.455821353,0.154886574,0.385819766,?,?,0.616712458,0.686443382
0.05743197,?,0.967203147,0.161530301,0.785535166,0.933577238,0.083695591,0.013538411,0.031440429,?,0.225654006,0.687505524
0.992553571,0.800532508,0.061840628,0.024815761,?,0.460227347,?,0.630940221,0.80553679,0.744746248,0.207233713,0.6881662
0.906892668,0.577321647,?,?,0.12823657,0.61791926,0.992803108,0.246314029,?,0.811086457,0.22549886,0.688407469
0.039296506,0.566166277,0.43170468,?,0.639092209,0.161554219,0.371813181,?,0.349163143,0.78079311,0.027075284,0.688933563
0.845333199,0.090975452,?,0.118374731,0.051063497,0.184411819,?,0.134677235,0.698116481,0.314011473,0.383300898,0.692166129
?,0.923973761,0.183367818,?,?,?,0.017102864,0.660060463,0.427602506,0.952115121,0.425246948,0.692244471
0.250468012,0.533419216,0.905549079,0.185601259,0.342765734,0.009862819,?,0.217512286,0.566264919,0.492685645,0.700406987,0.692490654
0.597921516,0.5258228,0.968420938,0.481681084,0.588265673,?,0.010290055,0.656100425,0.297133674,?,?,0.692676185
0.453637273,?,0.333128686,0.015341955,0.950967507,0.839350377,?,0.211118846,0.30821367,?,0.271865898,0.693073792
0.435207494,0.660057171,0.111650381,0.68902288,?,0.414117926,0.03460377,?,0.919791402,0.980656616,0.771366385,0.694028156
0.391521342,0.991121176,?,?,0.937795461,?,0.297433576,0.552869563,0.986983594,?,?,0.694257516
0.142485095,0.368588831,0.274305118,0.909945944,0.576002383,0.796721548,0.410453284,0.708779173,0.779818863,0.398651776,0.191136343,0.696135814
0.944081755,?,?,0.645605278,0.303633502,0.585629509,0.98286406,0.508292443,0.141869895,0.301769581,?,0.696654908
?,0.530866583,0.669444261,?,0.260315969,0.107372106,0.130464676,0.007166585,0.694506737,0.307827314,?,0.69676581
?,0.847940208,0.871609404,0.13944052,0.105705052,0.459342151,0.759895533,0.606208256,?,0.342939339,0.21788699,0.697329364
?,0.827217497,0.616515781,?,?,0.665925196,0.587845285,0.654953288,0.270307907,0.410944698,?,0.700984424
0.183972526,0.101783831,0.726194689,0.280278353,0.775185999,0.487324659,0.773666428,0.300831266,0.840899777,0.607378644,0.91458782,0.701417143
0.89041078,?,?,0.554165005,0.023684463,?,?,0.300946069,0.870122609,0.142530641,0.901937231,0.701510205
0.433923796,0.392612383,0.417203111,?,0.96222617,0.935303433,?,0.200105124,0.487627204,?,0.63424282,0.703403944
0.483749765,0.446127497,0.016401802,0.865617748,0.277792967,0.034736734,?,0.668933539,0.442248666,?,?,0.704574476
0.176099332,0.402259356,0.157217335,0.23454236,0.59458862,0.973865842,0.376351047,0.84372291,0.550371993,0.798761694,?,0.705020451
0.690916947,?,0.964756389,0.058474386,0.072077249,0.893735416,?,0.709607928,0.166214452,?,0.161215071,0.705640302
0.864577004,?,0.320993306,0.012012733,0.36995181,0.954470043,0.4617998,0.18112484,0.971302771,?,0.19436418,0.710685044
0.038269863,0.688517419,0.778486924,0.685629208,0.707986705,0.406362876,0.139569851,0.654902074,0.754694114,0.50148407,0.871393893,0.716004247
0.007852518,?,0.782394645,0.168113338,0.283879857,0.100075799,?,0.790924116,?,0.696366548,0.635209079,0.717647138
0.574147364,0.879702473,0.432322335,0.409846606,0.505567305,0.471255278,0.264835839,?,0.270055965,?,?,0.718155651
0.794121978,0.898925993,0.720700299,0.659207737,0.084908776,0.199167072,0.527052349,0.841436856,0.994803123,0.118219358,0.98021383,0.719053813
?,0.363524751,0.747959578,0.047637228,0.094976127,0.153777712,0.829439597,?,0.777109496,?,?,0.719274903
?,0.563554181,0.23126217,?,0.342571189,0.723685681,0.244403547,0.005337135,0.491050466,0.890204509,0.528313657,0.719485863
0.156500482,0.033752773,?,?,?,0.269172504,0.46130198,0.103622409,0.088187724,?,0.172151099,0.722052832
0.152394992,?,0.668558926,0.108251629,0.204761192,0.733795882,0.394451211,0.286408878,0.156354004,0.697906042,0.276471611,0.724922722
0.541824425,0.09424277,0.857022119,0.545388584,0.706707241,?,0.357591993,0.900137402,0.709535271,?,?,0.72533775
0.159424362,0.514237246,0.128305339,0.749852759,0.915003961,?,0.621691888,0.296820717,0.878773876,?,0.602444848,0.726201485
0.209402436,0.749428537,0.540851827,0.368978246,?,?,0.444524155,0.478109065,0.260110149,0.071005814,0.743927081,0.728525388
0.14487952,0.795705432,?,0.669323456,0.65844911,0.97986028,0.095551408,0.595312821,0.453557619,0.781215024,0.349572207,0.729145271
0.911799188,0.711499586,0.668096217,0.13801683,0.408858939,0.526507324,0.024947994,0.968631813,0.636610602,0.151934979,0.250779878,0.730901644
0.199675141,0.946347932,0.831960423,0.868709953,0.94429837,?,0.835225411,0.099287056,0.908422261,?,0.147132534,0.731944237
0.932243159,?,0.684916048,?,0.312724824,0.985937977,0.821643942,?,0.881414499,0.453588264,?,0.733334844
?,?,0.603661633,0.153931851,0.840594721,0.837808583,?,?,0.965233926,0.330214198,0.170916045,0.733787995
?,?,0.953597711,0.90486622,?,?,0.378138323,0.372289384,0.286908261,?,0.827969753,0.734056458
0.550572458,0.979758075,0.210178191,0.485077294,?,0.132023414,0.734484195,?,?,0.025324464,0.809646161,0.735101015
0.102216067,?,?,0.298520561,?,0.673831497,0.236824992,0.977790567,0.751008087,0.697427896,0.45409199,0.735596809
0.126230497,?,0.176866763,0.650170803,0.494384248,0.971770592,0.979496755,0.909475454,0.340951464,0.888033358,?,0.736384465
?,0.127874411,?,0.115878576,0.758808563,0.706425677,?,0.175719886,0.414750392,?,0.777906562,0.740650537
0.437588801,0.228994152,?,0.408169776,0.180593201,0.057537973,?,0.540871879,0.497706519,0.757089149,0.913033593,0.740780494
0.745028032,0.129646302,0.391772855,0.342547586,?,0.002662198,?,0.431022955,0.873279902,0.513209229,0.568765191,0.741793035
0.639927016,?,0.74834438,0.666541223,?,0.088383772,0.916503724,0.492497059,0.510751997,?,0.821164429,0.742914193
?,?,0.663919945,0.569549322,?,0.05204179,0.170451785,0.996336392,?,?,0.225507751,0.743720782
?,0.114921082,0.325097378,0.43543759,0.357888619,0.574041574,0.928023018,0.971662591,?,0.008961297,0.688419258,0.744019281
?,?,0.279384459,0.262564495,?,?,0.41250402,0.323415649,0.412158836,0.665543051,0.18523782,0.745163283
0.449632907,?,0.487969396,0.700643215,?,0.760305517,?,0.882920604,?,?,0.285323075,0.745279392
0.808737781,0.93585896,0.960573861,0.501035276,0.614265372,0.432332293,0.711973504,0.477089677,0.339491667,0.865259237,0.941798151,0.745393495
0.412221647,?,0.105486166,0.461924941,0.141367003,?,0.262021791,?,0.02893943,0.396159758,0.94605367,0.746113033
0.760642714,0.159320331,?,0.26075092,0.472075357,0.028360813,?,0.514458673,0.77237427,?,?,0.746338441
0.401575209,0.209358186,0.654128651,0.157147334,0.986768214,0.275595687,0.084335198,0.819070185,0.140027515,0.268829566,0.200818788,0.748881693
0.690098354,0.384011914,0.28900408,0.712444652,?,0.353975406,0.058936528,0.648993513,0.130185845,0.41530303,0.979562266,0.748969465
0.380407233,0.176457368,0.569268385,0.136988793,0.908144443,0.187432844,0.270059793,0.776571552,0.815810592,0.922277656,?,0.749626602
0.591363407,0.438164246,0.393956595,0.53218401,0.637611462,0.142884622,0.365509801,0.26116957,0.589170811,0.062311881,?,0.750223033
?,0.204198679,0.509544637,0.171778088,?,0.65434709,0.283975818,0.015897623,?,?,?,0.75035889
?,0.942300994,0.793073301,0.989009678,0.812965714,0.028036719,?,?,0.334892707,0.569070398,0.199035215,0.751597311
?,0.391163227,0.088757833,0.119631475,0.817508314,0.522013741,0.553553906,?,0.051094166,?,0.367779459,0.756226698
0.720497822,0.539553447,?,?,0.298548511,0.267767208,0.905538006,0.155516373,?,0.36036637,0.265713796,0.758205195
0.687692982,0.297222106,0.907241315,0.817651779,0.190790801,0.761866483,0.590042971,0.064750868,0.777342229,0.71686224,?,0.76056696
0.273551524,0.648134888,0.293115222,0.901826179,?,0.877312265,0.96883082,0.213892245,0.144333888,?,0.153721667,0.761422833
0.391987379,0.836103135,?,0.607767746,0.886805503,0.481802344,0.726546223,0.549567672,0.621738704,?,0.153839703,0.761536446
0.232392628,?,0.196982444,0.258789993,?,0.15776967,?,0.215670669,0.765368966,0.703727399,0.563054438,0.76176549
0.940387994,?,?,0.435795652,0.141812257,0.61544245,0.768122166,?,?,0.339631207,0.800438146,0.766759071
0.895449312,0.799372911,0.709596468,0.587437132,0.793975015,0.256198201,0.568362894,0.0955368,0.952644857,0.416821824,0.540111471,0.767041938
0.287472559,0.610550318,?,0.482812755,?,?,0.002873775,0.077660447,0.832770584,?,0.47982661,0.767585884
0.114600496,0.783044026,0.89825154,?,?,0.901981348,0.14294174,0.317008113,0.385100273,0.749998667,0.783033806,0.772253259
?,0.247234985,0.508494933,0.553882144,0.834673682,0.993851312,?,0.744869754,0.644632993,0.828785092,0.892285604,0.77427956
0.247483909,0.433125493,0.642768628,0.55343321,?,0.449799379,?,0.305368914,?,0.828709046,0.526692973,0.775344183
0.641285441,0.040451691,0.672418016,?,0.493637167,0.381101714,0.70959893,0.888669242,0.09395807,0.072991639,0.168865986,0.77558294
0.813533989,0.647960734,?,?,0.730164606,0.211050634,?,0.137969214,0.824435369,?,0.287654596,0.776056654
?,0.783502508,0.670742772,0.06473955,0.263601404,0.964707425,0.580593982,0.38983175,0.881932623,0.693158076,0.977553795,0.776294124
?,0.443570615,0.429535648,0.412789717,0.110130923,0.009417354,?,0.987095419,0.150507189,0.616975082,?,0.776557712
0.118099028,?,0.802401447,?,0.041603298,0.247644299,0.817896301,0.370561423,0.798205386,0.298595156,0.632114913,0.777177288
?,0.697934859,?,0.198602995,0.912056414,0.196819244,0.070407945,0.999571333,0.569462813,?,0.523699122,0.778309338
0.408784474,0.466352397,0.069949564,0.588045611,0.697631019,0.83301322,?,0.526850064,0.794583575,0.845312754,0.848766737,0.778361474
0.315583852,?,0.524225261,0.01766776,0.251573876,0.949872222,0.868161496,0.107957658,0.183713994,0.99739906,?,0.784226926
0.250739648,0.23253033,?,0.253241088,0.498487805,?,?,0.950911705,0.208546688,0.547834993,0.89476217,0.784703518
0.926810281,?,0.787467114,0.262132042,0.586076311,0.593658833,0.567979997,0.420080692,?,0.439867302,0.964985476,0.786131256
?,0.213424098,0.762321506,0.097725823,0.423964973,0.640049765,0.484181107,0.982402341,?,0.665921017,0.244170226,0.788452174
0.530474387,?,?,0.614740962,0.335202739,?,?,0.782218414,?,?,?,0.788501334
0.563685145,?,0.670381016,0.994433396,0.944650338,?,0.811052706,?,0.232945091,?,0.929561845,0.797183772
?,?,0.285497484,0.243876812,0.900759864,0.843859247,0.202762127,0.217617537,?,0.647852826,0.901979334,0.797503935
0.942631774,?,0.820826014,?,0.697441527,0.894141904,0.549699943,0.56296502,0.504999817,0.70271273,0.926357509,0.797616353
0.612370184,0.727142633,0.737144529,0.960777422,0.020809618,0.479723772,0.162111165,0.112279317,0.367997393,?,0.172007434,0.797683383
0.432509016,0.285478472,0.855825566,?,?,0.005425173,0.477783901,0.622098501,0.903242136,0.900190388,0.265376971,0.797942929
0.595110694,0.645480804,0.896705829,0.129964745,0.293046765,0.21785913,0.892404001,?,0.239874945,0.391072241,0.537571503,0.797976357
0.270420276,0.673928104,0.32699165,?,?,?,0.3271911,0.109154353,?,0.998914332,0.02251675,0.801112143
0.161564998,0.319800455,0.66426772,0.070849583,0.156915548,0.319813322,0.160024443,?,0.107218689,0.729712401,?,0.802091195
0.93827817,?,0.064455326,0.160158067,0.184244264,0.330723701,0.461888995,0.192880767,0.980430396,0.718038963,0.363587567,0.804445838
?,0.130885457,0.355718867,0.776088666,0.821385208,?,0.83795529,0.79104323,0.955126075,0.64526013,0.739083285,0.805299638
0.845464913,?,0.824785667,?,0.447941917,0.624664701,0.742547808,0.973452432,0.406175837,0.204894013,0.469967118,0.805600864
0.594572146,0.942947753,0.699333295,?,0.137148628,0.006409682,?,0.420139085,0.418713608,0.054385181,0.472191426,0.806708612
0.399595822,0.62443849,0.904532259,0.302299233,0.858679266,0.227544107,?,0.109025698,0.472555127,0.605068949,0.420215074,0.806866705
0.111901664,0.467920439,0.539176997,0.728518234,0.595570508,0.105420632,0.988536686,0.212321667,?,0.877953088,0.57146672,0.80822573
